Basketball Still Open,Borough,ClosureType,EditDate,GISpropNum,Handball Still Open,MPPA Still Open,OMPpropID,Red Sign Installed,Status,Tennis Still Open,accessibility,accessibilityLevel,location,name,point,rules,system,Zip Codes,Community Districts,Borough Boundaries,City Council Districts,Police Precincts
,Q,Partially Locked,05/21/2020 11:08:33 AM,Q162H,,,Q162H,,COVID-19 Closure,,true,Level 3: Accessible Playgrounds with Universally Accessible Swings,Rockaway Boardwalk bet. B. 32 St and B. 28 St.,Beach 30th Street Playground,POINT (-73.76165240545369 40.592558188510566),Adults not allowed in some locations,Q162H-CPA-0001,"20,529",51,3,47,59
,B,Completely Locked,05/21/2020 11:06:34 AM,B279,,,B279,,COVID-19 Closure,,false,Not Applicable,Ave. K between E. 100 St. and E. 101 St.,Wilson Playground,POINT (-73.89524581539555 40.643232952172745),Adults Allowed,B279-CPA-0001,"13,827",5,2,8,42
,Q,Completely Locked,05/21/2020 11:09:09 AM,Q430,,,Q430,,COVID-19 Closure,,true,Level 4: Accessible Playgrounds with Transfer Platforms and Ground Level Play Features,253 St. bet. 149 Ave. and 149 Rd.,Sunrise Playground,POINT (-73.7364998171036 40.65252715775223),Adults Allowed,Q430-CPA-0001,"24,018",63,3,47,63
,M,Completely Locked,05/21/2020 11:07:53 AM,M283A,,,M283A,,COVID-19 Closure,,false,Not Applicable,bet. Hudson River and South End Ave. S/o Liberty St.,Battery Park City,POINT (-74.01724590525377 40.7120190525531),Unknown,M283A-CPA-0001,"10,367",56,4,32,1
,B,Completely Locked,05/21/2020 11:05:42 AM,B026,,,B026,,COVID-19 Closure,,true,Level 4: Accessible Playgrounds with Transfer Platforms and Ground Level Play Features,"Carlton Ave., Fulton St., Green Ave.",Cuyler Gore Park,POINT (-73.97190239735743 40.685553348056104),Adults not allowed in some locations,B026-CPA-0001,"13,829",68,2,48,55
,R,Completely Locked,05/21/2020 11:09:18 AM,R031,,,R031-11,,COVID-19 Closure,,true,Level 3: Accessible Playgrounds with Universally Accessible Swings,"End Of Cornelia Ave, Opp Hockey Rink",Wolfe's Pond Park,POINT (-74.18736008015838 40.518452287048994),Adults not allowed in some locations,R031-CPA-0002,"10,699",15,1,9,77
,X,Not Lockable,05/21/2020 11:09:35 AM,X010,,,X010-08,,COVID-19 Closure,,true,Level 4: Accessible Playgrounds with Transfer Platforms and Ground Level Play Features,"Crotona E-Claremont, Prospect",Martin Van Buren Plgd,POINT (-73.89588615149655 40.83539982169567),Adults not allowed in some locations,X010-CPA-0007,,34,5,43,25
,Q,Partially Locked,05/21/2020 11:08:06 AM,Q020,,,Q020-02,,COVID-19 Closure,,false,Not Applicable,Heath Pl & Highland Blvd,Upper Highland Playground,POINT (-73.89270636942929 40.682842781923604),Unknown,Q020-CPA-0002,"17,214",45,2,37,47
,M,Completely Locked,05/21/2020 11:07:04 AM,M010,,,M010-164,,COVID-19 Closure,,true,Level 4: Accessible Playgrounds with Transfer Platforms and Ground Level Play Features,81 St & Central Pk West,Diana Ross Plgd,POINT (-73.97098713116348 40.782260974513115),Unknown,M010-CPA-0009,,19,4,19,13
,M,Completely Locked,05/21/2020 11:07:50 AM,M249,,,M249,,COVID-19 Closure,,true,Level 4: Accessible Playgrounds with Transfer Platforms and Ground Level Play Features,"W. 26 St., 8 Ave. To 9 Ave.",Penn South Playground,POINT (-73.9984111391741 40.74754036746535),Adults not allowed in some locations,M249-CPA-0001,"11,722",12,4,10,6
,X,Completely Locked,05/21/2020 11:10:12 AM,X272,,,X272,,COVID-19 Closure,,false,Not Applicable,E. 136 St. bet. Brown Pl. and Willis Ave.,Ranaqua Playground,POINT (-73.92207065897992 40.80682346455027),Adults Allowed,X272-CPA-0001,"10,932",49,5,35,23
,B,Completely Locked,05/21/2020 11:06:18 AM,B234,,,B234,,COVID-19 Closure,,true,Level 2: Accessible Playgrounds with Ramped Play Equipment and Universally Accessible Swings,Tilden Ave. between E. 48 St. and E. 49 St.,Tilden Playground,POINT (-73.9312076322319 40.647755128821366),Adults Allowed,B234-CPA-0001,"16,866",61,2,26,40
,Q,Completely Locked,05/21/2020 11:09:11 AM,Q444,,,Q444,,COVID-19 Closure,,true,Level 2: Accessible Playgrounds with Ramped Play Equipment and Universally Accessible Swings,38 St. bet. 31 Ave. and Broadway,Sean's Place,POINT (-73.9184638537646 40.760594208732876),Adults Allowed,Q444-CPA-0001,"16,860",39,3,4,72
,M,Completely Locked,05/21/2020 11:07:26 AM,M098,,,M098-02,,COVID-19 Closure,,false,Not Applicable,"Washington Sq N, West Of 5th Ave",Washington Square Park,POINT (-73.9975821649935 40.73151998864316),Adults not allowed in some locations,M098-CPA-0003,"11,724",57,4,32,3
,B,Completely Locked,05/21/2020 11:05:56 AM,B126,,,B126-01,,COVID-19 Closure,,true,Level 4: Accessible Playgrounds with Transfer Platforms and Ground Level Play Features,"Lorraine, Clinton, Henry Sts",Bush Clinton Park,POINT (-74.0028222141419 40.673406613624635),Unknown,B126-CPA-0001,"13,514",14,2,7,48
,B,Completely Locked,05/21/2020 11:05:40 AM,B019,,,B019,,COVID-19 Closure,,true,Level 3: Accessible Playgrounds with Universally Accessible Swings,"Court St., Smith St., bet. Carroll St. and President St.",Carroll Park,POINT (-73.99504243744451 40.68090839672174),Unknown,B019-CPA-0001,"13,514",14,2,27,48
,X,Completely Locked,05/21/2020 11:09:52 AM,X141,,,X141,,COVID-19 Closure,,true,Level 4: Accessible Playgrounds with Transfer Platforms and Ground Level Play Features,E. 226 St. bet. White Plains Rd. and Barnes Ave.,Rienzi Playground,POINT (-73.85888049182688 40.887679912744055),Adults Allowed,X141-CPA-0001,"11,275",29,5,2,30
,M,Completely Locked,05/21/2020 11:07:37 AM,M193,,,M193,,COVID-19 Closure,,true,Level 2: Accessible Playgrounds with Ramped Play Equipment and Universally Accessible Swings,5 Ave. and E. 135 St.,Abraham Lincoln Playground,POINT (-73.93684127307434 40.81199565613204),Adults Allowed,M193-CPA-0001,"13,095",7,4,36,16
true,M,Partially Locked,05/21/2020 11:07:07 AM,M015,,,M015,,COVID-19 Closure,,false,Not Applicable,"Baxter St, Mulberry St, Bayard St and Park",Columbus Park,POINT (-74.00003191719968 40.71458535943502),Adults not allowed in some locations,M015-CPA-0001,"12,076",70,4,32,2
,B,Completely Locked,05/21/2020 11:05:50 AM,B073,,,B073-09,,COVID-19 Closure,,true,Level 2: Accessible Playgrounds with Ramped Play Equipment and Universally Accessible Swings,Ocean Ave & E Lake Dr,Imagination Plgd,POINT (-73.9629698683553 40.65861003719584),Unknown,B073-CPA-0004,"13,509",13,2,27,50
true,Q,Completely Locked,05/21/2020 11:08:49 AM,Q328,true,,Q328,,COVID-19 Closure,,true,Level 3: Accessible Playgrounds with Universally Accessible Swings,85 Ave. bet. 248 St. and 249 St.,Bellerose Playground,POINT (-73.71783327875168 40.73302379070022),Adults Allowed,Q328-CPA-0001,"24,335",63,3,16,63
false,X,Not Lockable,05/21/2020 11:10:35 AM,X264,,,X264,true,COVID-19 Closure,,,,,Fields of Dream Park,POINT (-73.89228216705226 40.82658400095693),,,"10,937",8,5,43,24
,X,Not Lockable,05/21/2020 11:09:43 AM,X080,,,X080-02,,COVID-19 Closure,,true,Level 2: Accessible Playgrounds with Ramped Play Equipment and Universally Accessible Swings,Independence Ave & W 227 St,Henry Hudson Pk (North),POINT (-73.91799628723578 40.88219256732063),Adults not allowed in some locations,X080-CPA-0002,"11,272",48,5,40,33
,B,Completely Locked,05/21/2020 11:05:42 AM,B032,,,B032-01,,COVID-19 Closure,,true,Level 2: Accessible Playgrounds with Ramped Play Equipment and Universally Accessible Swings,Myrtle Ave & St Edwards Plaza,Fort Greene Plgd,POINT (-73.97699429609567 40.69242410079461),Unknown,B032-CPA-0001,"16,865",68,2,48,55
,Q,Completely Locked,05/21/2020 11:08:52 AM,Q345,,,Q345,,COVID-19 Closure,,true,Level 4: Accessible Playgrounds with Transfer Platforms and Ground Level Play Features,"Beach 12 St., Redfern Ave.",Redfern Playground,POINT (-73.74934692193898 40.61096859632198),Adults Allowed,Q345-CPA-0001,"20,529",51,3,47,59
false,X,Not Lockable,05/21/2020 11:10:16 AM,X307,false,,X307,,COVID-19 Closure,,false,Not Applicable,Viele Ave. bet. Tiffany St. and Barretto St.,Barretto Point Park,POINT (-73.88796900643172 40.80599891349106),Adults not allowed in some locations,X307-CPA-0001,"12,343",8,5,43,24
,Q,Completely Locked,05/21/2020 11:08:59 AM,Q371,,,Q371-01,,COVID-19 Closure,,true,Level 4: Accessible Playgrounds with Transfer Platforms and Ground Level Play Features,B 54 St & Almeda Ave,Rockaway Community Playground,POINT (-73.78463332936178 40.598408509049484),Unknown,Q371-CPA-0001,"20,529",51,3,47,59
false,X,Not Lockable,05/21/2020 11:09:49 AM,X114,false,,X114,,COVID-19 Closure,,true,Level 4: Accessible Playgrounds with Transfer Platforms and Ground Level Play Features,Goble Pl bet. Inwood Av and Macombs Rd,Goble Playground,POINT (-73.91720394566426 40.84378131675461),Adults Allowed,X114-CPA-0001,"10,930",50,5,29,27
,M,Partially Locked,05/21/2020 11:07:45 AM,M220,,,M220,,COVID-19 Closure,,true,Level 4: Accessible Playgrounds with Transfer Platforms and Ground Level Play Features,Amsterdam Ave bet. W. 100 St. and W 102 St.,Frederick Douglass Playground,POINT (-73.96797475158785 40.79677855430034),Adults Allowed,M220-CPA-0001,"12,422",20,4,23,15
,B,Completely Locked,05/21/2020 11:10:20 AM,B223PD,,,B223PD,,COVID-19 Closure,,,,"Rodney St., S. 3 St., Borniquen Pl.",Rodney Playground Center,POINT (-73.95557068367589 40.710255830302366),,,"17,613",36,2,30,56
,M,Completely Locked,05/21/2020 11:07:40 AM,M200A,,,M200A,,COVID-19 Closure,,true,Level 4: Accessible Playgrounds with Transfer Platforms and Ground Level Play Features,"W. 108 St. to W. 109 St., Columbus Ave. and Amsterdam Ave.",Anibal Aviles Playground,POINT (-73.96285717221897 40.801185093933164),Adults not allowed in some locations,M200A-CPA-0001,"12,422",20,4,23,15
,B,Partially Locked,05/21/2020 11:06:52 AM,B343,,,B343,,COVID-19 Closure,,true,Level 4: Accessible Playgrounds with Transfer Platforms and Ground Level Play Features,"Linden Blvd., Osborn St., Rockaway Ave., Hegeman Ave.",Osborn Playground,POINT (-73.90600761428495 40.656169612719296),Adults Allowed,B343-CPA-0001,"17,614",55,2,25,46
,Q,Completely Locked,05/21/2020 11:08:44 AM,Q304,,,Q304,,COVID-19 Closure,,true,Level 3: Accessible Playgrounds with Universally Accessible Swings,Austin St. bet. 76 Ave. and 76 Dr.,Ehrenreich-Austin Playground,POINT (-73.83728058334096 40.715834916566145),Adults Allowed,Q304-CPA-0001,"14,786",40,3,28,70
,Q,Completely Locked,05/21/2020 11:08:10 AM,Q045,,,Q045,,COVID-19 Closure,,true,Level 2: Accessible Playgrounds with Ramped Play Equipment and Universally Accessible Swings,49 Ave. bet. 5 St. and Vernon Blvd.,Andrews Grove,POINT (-73.95467011264563 40.74332915404052),Adults Allowed,Q045-CPA-0001,"16,858",53,3,33,66
,B,Completely Locked,05/21/2020 11:05:46 AM,B058,,,B058-01,,COVID-19 Closure,,true,Level 4: Accessible Playgrounds with Transfer Platforms and Ground Level Play Features,"Lorimer St, Driggs Ave",Vincent V Abate Plgd,POINT (-73.9499625093795 40.721270829689836),Unknown,B058-CPA-0001,"18,182",36,2,38,57
,B,Completely Locked,05/21/2020 11:06:33 AM,B275,,,B275,,COVID-19 Closure,,false,Not Applicable,"Shore Pkwy., Brighton 3 St., Brighton 4 St.",Grady Playground,POINT (-73.96452063004645 40.58236358129078),Adults Allowed,B275-CPA-0001,"13,826",21,2,15,35
,X,Completely Locked,05/21/2020 11:10:02 AM,X179,,,X179,,COVID-19 Closure,,true,Level 4: Accessible Playgrounds with Transfer Platforms and Ground Level Play Features,Kelly St bet. Av St John and Leggett Av,Playground 52 LII,POINT (-73.90108849541171 40.81543687404802),Unknown,X179-CPA-0001,"10,933",8,5,43,24
,Q,Partially Locked,05/21/2020 11:09:08 AM,Q426,,,Q426,,COVID-19 Closure,,true,Level 4: Accessible Playgrounds with Transfer Platforms and Ground Level Play Features,Baisley Blvd. 168 St. and Bedell St.,North Rochdale Playground,POINT (-73.77499341455155 40.68015853689949),Adults Allowed,Q426-CPA-0001,"24,669",41,3,46,71
,Q,Not Lockable,05/21/2020 11:08:25 AM,Q119,,,Q119,,COVID-19 Closure,,true,Level 4: Accessible Playgrounds with Transfer Platforms and Ground Level Play Features,"134 St., 135 St., bet. 111 Ave. and Lincoln St., Linden Blvd",Frederick B. Judge Playground,POINT (-73.80819005279066 40.68321846546777),Adults Allowed,Q119-CPA-0001,"24,016",62,3,46,64
,R,Not Lockable,05/21/2020 11:09:28 AM,R111,,,R111,,COVID-19 Closure,,true,Level 4: Accessible Playgrounds with Transfer Platforms and Ground Level Play Features,Wall St. bet. St Marks Pl. and Belmont Pl.,Lt. Lia Playground,POINT (-74.07981614948575 40.64360635338413),Adults not allowed in some locations,R111-CPA-0001,"10,369",4,1,13,74
,B,Completely Locked,05/21/2020 11:06:14 AM,B223H,,,B223H,,COVID-19 Closure,,true,Level 4: Accessible Playgrounds with Transfer Platforms and Ground Level Play Features,Columbia Hts. at Middagh St.,Harry Chapin Playground,POINT (-73.99489958008606 40.70067368394003),Adults not allowed in some locations,B223H-CPA-0001,"16,865",68,2,38,54
,Q,Not Lockable,05/21/2020 11:08:16 AM,Q092,,,Q092,,COVID-19 Closure,,true,Level 4: Accessible Playgrounds with Transfer Platforms and Ground Level Play Features,"N. Conduit Ave., 135 Ave. bet. 130 Pl. and 134 St.",Police Officer Edward Byrne Park,POINT (-73.80689253913049 40.66745348747779),Adults Allowed,Q092-CPA-0001,"24,016",62,3,46,64
,B,Completely Locked,05/21/2020 11:10:22 AM,B335,,,B335,,COVID-19 Closure,,,,Flatlands Ave. between E. 81 St. and E. 82 St.,Bildersee Playground,POINT (-73.91196792730062 40.63590463922898),,,"13,827",5,2,8,42
,X,Completely Locked,05/21/2020 11:09:47 AM,X104,,,X104-01,,COVID-19 Closure,,false,Not Applicable,"Reservoir Oval East, Holt Pl",Plgd w/ Mini Pool & Courts,POINT (-73.87638008456669 40.87749056662002),Unknown,X104-CPA-0001,"11,605",24,5,40,34
,Q,Completely Locked,05/21/2020 11:09:06 AM,Q403,,,Q403,,COVID-19 Closure,,true,Level 3: Accessible Playgrounds with Universally Accessible Swings,"B 80 St., B 79 St., Rockaway Beach Blvd., Beach Channel Dr.",Beach Channel Playground,POINT (-73.80547333165102 40.588961993231145),Adults Allowed,Q403-CPA-0001,"20,531",51,3,47,58
,B,Completely Locked,05/21/2020 11:05:59 AM,B148,,,B148,,COVID-19 Closure,,true,Level 2: Accessible Playgrounds with Ramped Play Equipment and Universally Accessible Swings,"Clarkson Ave., New York Ave.",Rolph Henry Playground,POINT (-73.94754953340225 40.65581542019236),Adults Allowed,B148-CPA-0001,"13,510",17,2,11,44
,X,Completely Locked,05/21/2020 11:10:09 AM,X238,,,X238,,COVID-19 Closure,,true,Level 4: Accessible Playgrounds with Transfer Platforms and Ground Level Play Features,E. 139 St. bet. Brook Ave. and Willis Ave.,Saw Mill Playground,POINT (-73.91918288625519 40.80876187302073),Adults Allowed,X238-CPA-0001,"10,932",49,5,35,23
,M,Completely Locked,05/21/2020 11:07:56 AM,M353,,,M353-01,,COVID-19 Closure,,false,Not Applicable,67th To 68th Sts Along Riverside Dr,Little Engine Playground,POINT (-73.98899584965632 40.77785493204592),Adults not allowed in some locations,M353-CPA-0001,"10,091",20,4,19,12
,B,Completely Locked,05/21/2020 11:07:01 AM,BZ10,,,BZ10,,COVID-19 Closure,,false,Not Applicable,B 14 St & Corbin Place,Babi Yar Triangle,POINT (-73.95464808599756 40.57933099865552),Unknown,BZ10-CPA-0001,"13,826",21,2,15,35
,X,Completely Locked,05/21/2020 11:09:41 AM,X045,,,X045-02,,COVID-19 Closure,,false,Not Applicable,St Marys St & Crimmins Ave,St Mary's Plgd South,POINT (-73.91390104045239 40.81038501737071),Adults not allowed in some locations,X045-CPA-0002,"10,933",49,5,35,23
true,Q,Partially Locked,05/21/2020 11:08:00 AM,Q006,,,Q006-01,,COVID-19 Closure,,true,Level 4: Accessible Playgrounds with Transfer Platforms and Ground Level Play Features,"29 And 32 Aves, 158 To 159 Sts",Bowne Playground,POINT (-73.80590973437077 40.770504808173925),Adults Allowed,Q006-CPA-0001,"13,832",22,3,20,67
,M,Completely Locked,05/21/2020 11:07:20 AM,M071,,,M071-36,,COVID-19 Closure,,true,Level 4: Accessible Playgrounds with Transfer Platforms and Ground Level Play Features,"W 110-111 Sts, Riverside Dr",Tot Lot One Hundred And Ten,POINT (-73.96864394318372 40.80514396505033),Unknown,M071-CPA-0010,"12,421",37,4,23,17
,B,Completely Locked,05/21/2020 11:06:07 AM,B210A,,,B210A,,COVID-19 Closure,,true,Level 4: Accessible Playgrounds with Transfer Platforms and Ground Level Play Features,3 Ave. bet. 64 St. and 65 St.,John Allen Payne Playground,POINT (-74.02368436312263 40.63987553638941),Unknown,B210A-CPA-0001,"18,180",9,2,7,45
false,M,Completely Locked,05/21/2020 11:07:16 AM,M058,true,,M058-07,,COVID-19 Closure,,true,Level 4: Accessible Playgrounds with Transfer Platforms and Ground Level Play Features,124 St Btwn 5 Ave And Mt Morris Park West,Marcus Garvey Memorial Park,POINT (-73.94350066433908 40.80587134053573),Unknown,M058-CPA-0004,"13,093",7,4,36,16
,Q,Not Lockable,05/21/2020 11:08:24 AM,Q105,,,Q105,,COVID-19 Closure,,true,Level 3: Accessible Playgrounds with Universally Accessible Swings,"91 Ave., Archer Ave. bet. 138 Pl. and 138 St.",Howard Von Dohlen Playground,POINT (-73.81285728577082 40.699759067877466),Adults Allowed,Q105-CPA-0001,"24,670",41,3,24,61
,M,Completely Locked,05/21/2020 11:07:28 AM,M110,,,M110,,COVID-19 Closure,,true,Level 2: Accessible Playgrounds with Ramped Play Equipment and Universally Accessible Swings,"W. 138 St., bet. Lenox Ave. and 5 Ave.",William McCray Playground,POINT (-73.93755567210778 40.815485307024595),Adults Allowed,M110-CPA-0001,"13,095",18,4,36,20
,Q,Completely Locked,05/21/2020 11:08:04 AM,Q015,,,Q015-07,,COVID-19 Closure,,true,Level 4: Accessible Playgrounds with Transfer Platforms and Ground Level Play Features,Union Tpke & 71 Ave,Joseph Devoy Playground,POINT (-73.85143758479433 40.707557765708415),Unknown,Q015-CPA-0004,"24,014",38,3,34,60
,M,Completely Locked,05/21/2020 11:07:30 AM,M122,,,M122,,COVID-19 Closure,,true,Level 2: Accessible Playgrounds with Ramped Play Equipment and Universally Accessible Swings,Rutgers St. and Henry St.,Captain Jacob Joseph Playground,POINT (-73.98983054392062 40.713612991163664),Adults not allowed in some locations,M122-CPA-0001,"11,723",70,4,32,4
true,Q,Partially Locked,05/21/2020 11:08:15 AM,Q089B,,,Q089B-01,,COVID-19 Closure,,true,Level 4: Accessible Playgrounds with Transfer Platforms and Ground Level Play Features,"20 Ave, Whitestone Exwy",Harvey Playground,POINT (-73.82377057246394 40.78263817807148),Adults Allowed,Q089B-CPA-0001,"14,192",22,3,20,67
,B,Completely Locked,05/21/2020 11:05:40 AM,B021,,,B021-01,,COVID-19 Closure,,true,Level 4: Accessible Playgrounds with Transfer Platforms and Ground Level Play Features,"Nassau St, Flushing Ave, Navy St, N. Elliot Pl",Commodore Barry Park Playground,POINT (-73.97872566021009 40.69774139931239),Adults Allowed,B021-CPA-0001,"17,212",68,2,48,55
,M,Completely Locked,05/21/2020 11:07:45 AM,M229,,,M229,,COVID-19 Closure,,true,Level 4: Accessible Playgrounds with Transfer Platforms and Ground Level Play Features,W. 97 St. and Amsterdam Ave.,Happy Warrior Playground,POINT (-73.96799624376598 40.79557619136582),Unknown,M229-CPA-0001,"12,422",20,4,23,15
,B,Completely Locked,05/21/2020 11:10:19 AM,B210H,,,B210H,,COVID-19 Closure,,,,Hamitlon Ave. ber. Van Brunt St. and Woodull St.,Harold Ickes Playground,POINT (-74.00622397222614 40.68255841300845),,,"13,514",14,2,7,48
,B,Not Lockable,05/21/2020 11:05:51 AM,B082,,,B082-02,,COVID-19 Closure,,true,Level 4: Accessible Playgrounds with Transfer Platforms and Ground Level Play Features,79 St & Shore Rd,79 St Plgd,POINT (-74.03920852396425 40.631769514110076),Unknown,B082-CPA-0002,"17,216",10,2,44,41
,Q,Partially Locked,05/21/2020 11:07:58 AM,Q001,,,Q001-04,,COVID-19 Closure,,true,Level 4: Accessible Playgrounds with Transfer Platforms and Ground Level Play Features,Horatio Pkwy & 50th Ave,Horatio Playground,POINT (-73.75356295376841 40.758672369877985),Unknown,Q001-CPA-0002,"14,197",26,3,16,69
